session_num;query_num;click_item;rec_list;purchase
502;511;9856;30199,49272,31240,51257,9856,2561,2809,10674,4493,18955,131014; 0
503;512;34969;60555,8448,129428,39557,22424,27497,27893,34969,27951,174746,11000,4053,131042,58101; 0
504;513;33071;51250,1981,16556,73217,134626,62710,51762,22235,51844,127372,16758,84229,33071,66589,66669,12272,128150,4788,5385,89761; 0
504;28653;15340;20636,30340,359,92171,70239,15340,388,80981,92172,59473,7850,30795,31575,31577,9476,32295,9989,10467,34891,5156; 0
504;208985;33071;83835,62344,159729,83836,51406,1981,146286,16556,97550,62348,134569,168593,240283,170177,51425,1987,180672,1988,9458,9549,73217,134606,132197,9551,2079,2080,9552,124839,9553,114508,2082,2088,32090,62632,134628,9675,146473,281580,379612,272510,154081,2172,230572,146474,2177,32146,174374,41030,170231,170232,114904,309978,16718,305479,9681,124883,174379,191870,132225,9686,41044,62710,84164,62712,9687,9688,62714,98202,22235,9691,32151,2188,2190,16726,154095,183192,230577,22239,9694,212524,132227,138889,373663,146503,138890,138891,73446,165214,2196,154104,146509,9701,161610,73450,138893,32169,16736,412202,191889,16737,146520,9716,166973,51844,127372,16758,41094,138929,115036,154140,62783,84229,62784,139142,84623,99121,84625,22443,146799,209376,220715,16933,398225,241667,154430,17433,117869,33071,155348,23099,163587,17634,163589,385315,54329,148450,120611,127907,4758,12274,18681,128150,56477,24152,24153,179844,67297,78059,130601,4788,18890,189601,130736,289287,19089,229748,227719,24605,24606,393019,5381,376693,5382,173216,5379,5380,5378,403803,231535,35356,5389,5388,130849,46716,5387,375940,57542,157993,12938,384486,5383,393073,430158,5385,384897,135808,12935,12942,125933,89761,135809,46719,126376,58210,204860,58215,126375,166286,58212,200395; 0
504;349429;31575;20636,91336,7654,248968,182,20676,80624,91490,359357,20678,171762,15188,59294,152081,92171,70239,70240,144576,15340,388,15342,80981,20857,92172,59473,7850,15343,331337,355581,15499,30795,15716,94166,15793,82262,82609,357476,1617,1618,31575,50820,168529,212359,31577,172167,16312,113029,1621,161459,21825,172168,16313,16314,50823,113040,113041,40074,16316,124710,72956,31885,114061,40618,72989,73030,373595,146386,124849,16653,97874,124853,114626,138849,154094,52058,115427,41301,22341,41305,17039,116392,125051,85280,221980,63847,202548,42378,22838,10467,17337,260652,102325,18793,175814,123965,25884,33280,201246,127724,140180,77306,175131,135553,4817,88762,18712,34891,175235,36068,25197,32300,25293,204878,14443,388021,414528,25534,203377,209888,196199,90522,161017,549582,206456,385208,197663,173627,129017; 0
504;376876;51999;211999,196387,443598,92340,26196,256199,70337,457724,460746,215045,402569,48677,236092,166581,30464,37838,59631,48733,488,59632,109253,37899,70397,418030,7956,226253,159381,543829,131739,394054,304073,317883,37911,70412,7963,499,81175,430322,432996,501,15414,7968,109291,129231,37924,37993,359489,228226,376112,81462,15555,70721,15556,230249,59901,378441,378536,338597,440762,226287,137186,180398,162878,129279,144818,81495,124423,209122,59921,182179,180402,180403,177660,137195,159412,144819,59922,660,226294,30691,403906,391080,259429,411432,382837,210033,38340,124450,137280,376217,81748,376438,276193,249242,867,868,81883,281116,186707,177704,230301,71135,81887,400315,94213,15829,438943,182693,418413,50497,95857,134406,395899,387080,288019,31819,9496,83903,40761,434061,198122,41034,174394,159798,163314,73623,84379,51999,2322,115335,129801,124926,98665,22326,84505,379946,374820,74050,74051,63373,178068,381078,226821,257343,226848,154756,85170,132401,125065,465804,53117,64009,74782,182177,190857,434534,197034,135123,207302,321617,54736,54898,11615,121192,11684,121194,87622,387550,127991,273328,66737,12024,77566,23930,156807,370200,170871,67341,45997,255527,46216,49436,16744,35940,384266,175811,6857,25496,58311,131341,181711,79866,160935,378335,374945,430147,14712,14710,171594,377055; 0
504;477770;19659;98300,9731,2273,22373,18079,127897,77089,34431,125595,128057,231277,141640,46758,128408,175409,5556,5559,171118,35540,375154,68462,158611,24784,474527,173256,24791,19296,175466,175467,126055,131002,151409,158855,19394,5878,128664,36168,13780,36167,169433,19660,19659,126288,166254,69065,380555,90443,20060,14858,20354,20454; 0
504;790161;41301;20636,91336,7654,248968,182,20676,80624,91490,359357,20678,171762,15188,59294,152081,92171,70239,70240,144576,15340,388,15342,80981,20857,92172,59473,7850,15343,331337,355581,15499,30795,15716,94166,15793,82262,82609,357476,1617,1618,31575,50820,168529,212359,31577,172167,16312,113029,1621,161459,21825,172168,16313,16314,50823,113040,113041,40074,16316,124710,72956,31885,114061,40618,72989,73030,373595,146386,124849,16653,97874,124853,114626,138849,154094,52058,115427,41301,22341,41305,17039,116392,125051,85280,221980,63847,202548,42378,22838,10467,17337,260652,102325,18793,175814,123965,25884,33280,201246,127724,140180,77306,175131,135553,4817,88762,18712,34891,175235,36068,25197,32300,25293,204878,14443,388021,414528,25534,203377,209888,196199,90522,161017,549582,206456,385208,197663,173627,129017; 0
505;514;10297;7827,504,581,60992,8848,31443,31458,31740,83474,2277,84488,2399,9993,10297,74887,10510,53354,33668,66814,45852; 0
505;28542;10297;7827,504,581,60992,8848,31443,31458,31740,83474,2277,84488,2399,9993,10297,74887,10510,53354,33668,66814,45852; 0
505;28554;66814;7827,504,581,60992,8848,31443,31458,31740,83474,2277,84488,2399,9993,10297,74887,10510,53354,33668,66814,45852; 0
506;28444;25433;51851,17288,44612,11945,55914,34536,5110,24860,35772,79401,13349,57756,14292,131310,25432,25433,14289,14321,14320,58315; 0
506;28552;57756;51851,44612,11945,55914,34536,5110,135685,24860,35772,79401,13349,57756,14292,131310,25432,25433,14289,14321,14320,58315; 0
506;303663;69138;7579,177554,91212,30113,80495,30121,107962,30138,48186,26049,91769,108913,92953,109698,453788,383550,406530,72197,8928,304897,174247,182980,262635,73362,73445,51851,154205,405153,165269,174496,22517,392615,85073,42197,17288,74749,159994,3328,4815,164365,118678,86442,192711,119099,102499,65073,119101,102539,75856,65104,119148,33560,163669,268017,3706,3765,224656,11238,54531,422637,17949,163712,140571,33776,28223,299972,11418,33944,4039,135285,87431,11589,87444,4100,87678,44612,23770,66531,4352,234697,135386,28512,11945,45056,55914,66808,34536,23950,56055,4793,28912,258573,78696,46282,5110,135685,57339,194202,151098,24860,35773,35772,79401,57755,151398,13349,46971,128527,5848,151399,57756,126107,5940,19441,144090,171950,25435,208954,14287,14292,25434,47436,29796,131310,79831,69082,20008,25432,25433,47435,6771,14289,6770,133988,198989,6802,36658,6801,6799,14321,47454,128854,20030,69103,14320,69138,14370,58315,58317,58316,79875,47502,6876,14385,25509,36738,389817,69350,14714,7195,200482,173605,58496,14713,133853,201967,14840,136575,377272,393128,80203,14929,7433,7435,379645,25835,168187,431416,126682,203483,380434; 0
506;591675;5110;7579,177554,91212,30113,80495,30121,107962,30138,48186,26049,91769,108913,92953,109698,453788,383550,406530,72197,8928,304897,174247,182980,262635,73362,73445,51851,154205,405153,165269,174496,22517,392615,85073,42197,17288,74749,159994,3328,4815,164365,118678,86442,192711,119099,102499,65073,119101,102539,75856,65104,119148,33560,163669,268017,3706,3765,224656,11238,54531,422637,17949,163712,140571,33776,28223,299972,11418,33944,4039,135285,87431,11589,87444,4100,87678,44612,23770,66531,4352,234697,135386,28512,11945,45056,55914,66808,34536,23950,56055,4793,28912,258573,78696,46282,5110,135685,57339,194202,151098,24860,35773,35772,79401,57755,151398,13349,46971,128527,5848,151399,57756,126107,5940,19441,144090,171950,25435,208954,14287,14292,25434,47436,29796,131310,79831,69082,20008,25432,25433,47435,6771,14289,6770,133988,198989,6802,36658,6801,6799,14321,47454,128854,20030,69103,14320,69138,14370,58315,58317,58316,79875,47502,6876,14385,25509,36738,389817,69350,14714,7195,200482,173605,58496,14713,133853,201967,14840,136575,377272,393128,80203,14929,7433,7435,379645,25835,168187,431416,126682,203483,380434; 0
506;946567;135685;7579,177554,91212,30113,80495,30121,107962,30138,48186,26049,91769,108913,92953,109698,453788,383550,406530,72197,8928,304897,174247,182980,262635,73362,73445,51851,154205,405153,165269,174496,22517,392615,85073,42197,17288,74749,159994,3328,4815,164365,118678,86442,192711,119099,102499,65073,119101,102539,75856,65104,119148,33560,163669,268017,3706,3765,224656,11238,54531,422637,17949,163712,140571,33776,28223,299972,11418,33944,4039,135285,87431,11589,87444,4100,87678,44612,23770,66531,4352,234697,135386,28512,11945,45056,55914,66808,34536,23950,56055,4793,28912,258573,78696,46282,5110,135685,57339,194202,151098,24860,35773,35772,79401,57755,151398,13349,46971,128527,5848,151399,57756,126107,5940,19441,144090,171950,25435,208954,14287,14292,25434,47436,29796,131310,79831,69082,20008,25432,25433,47435,6771,14289,6770,133988,198989,6802,36658,6801,6799,14321,47454,128854,20030,69103,14320,69138,14370,58315,58317,58316,79875,47502,6876,14385,25509,36738,389817,69350,14714,7195,200482,173605,58496,14713,133853,201967,14840,136575,377272,393128,80203,14929,7433,7435,379645,25835,168187,431416,126682,203483,380434; 0
508;517;40965;573,31551,51096,40965,10271,3146,3147,10607,33165,42779,3274,3277,55380,69562,47915,17869,76033,36246,47223,25208; 0
508;1624;42779;76,70095,30902,51096,40965,134850,10271,3147,10607,42779,3274,33205,7312,80317,47915,33355,17869,76033,35606,36246; 0
509;518;13288;71935,9603,3345,77299,11869,66675,12378,34884,50305,35092,57391,82729,5288,35370,13143,13288,35824,6717,14247,6909; 0
509;28706;13288;71935,9603,3345,77299,11869,66675,12378,34884,50305,35092,57391,82729,5288,35370,13143,13288,35824,6717,14247,6909; 0
510;519;132394;1708,1780,31789,114824,9794,132394,64380,10706,39501,64884,10997,5236,89978; 0
510;76141;23493;30115,70002,7708,20749,59252,30275,80929,48651,7905,48689,81105,59665,552,578,92744,109609,8081,30703,8147,718,1161,249425,111528,1304,39453,95612,1424,82918,82975,95963,21801,9045,83289,31647,113254,26981,72584,83463,9249,159676,83504,31804,31813,73070,2025,129736,9587,90934,124869,98180,32165,98468,62896,41202,2287,84541,9933,234378,129833,116024,212666,2619,63402,52715,132394,10279,74597,32870,139613,53049,32879,17277,252388,53194,32964,33023,75022,33244,10984,33786,23429,43941,11486,34282,77285,4431,24141,4956,12808,35291,68682,47174,201780,13902,7320,20507,124198,3429,3438,43200,204234,33780,17975,1808,18009,23493,4746,120296,170685,28293,4031,11530,18117,34086,25932,39683,284305,66508,23810,23829,167518,23844,160371,55783,4395,77356,141432,134055,24058,56427,141874,326034,24181,4858,4909,12443,78338,149802,34990,67879,128272,181392,160592,5287,35298,125995,178656,35588,181501,89976,194544,35790,89981,131013,29396,13442,13598,57930,230010,57963,164340,162508,128691,377049,36278,136198,230087,231883,128712,58077,13921,47246,25265,13962,136226,19806,14010,36378,58138,68902,160884,36442,36444,391354,171434,14238,14237,6713,36473,25366,6627,233980,128789,36635,168055,169520,20040,14402,136391,164588; 0
510;130395;34282;30115,70002,7708,20749,59252,30275,80929,48651,7905,48689,81105,59665,552,578,92744,109609,8081,30703,8147,718,1161,249425,111528,1304,39453,95612,1424,82918,82975,95963,21801,9045,83289,31647,113254,26981,72584,83463,9249,159676,83504,31804,31813,73070,2025,129736,9587,90934,124869,98180,32165,98468,62896,41202,2287,84541,9933,234378,129833,116024,212666,2619,63402,52715,132394,10279,74597,32870,139613,53049,32879,17277,252388,53194,32964,33023,75022,33244,10984,33786,23429,43941,11486,34282,77285,4431,24141,4956,12808,35291,68682,47174,201780,13902,7320,20507,124198,3429,3438,43200,204234,33780,17975,1808,18009,23493,4746,120296,170685,28293,4031,11530,18117,34086,25932,39683,284305,66508,23810,23829,167518,23844,160371,55783,4395,77356,141432,134055,24058,56427,141874,326034,24181,4858,4909,12443,78338,149802,34990,67879,128272,181392,160592,5287,35298,125995,178656,35588,181501,89976,194544,35790,89981,131013,29396,13442,13598,57930,230010,57963,164340,162508,128691,377049,36278,136198,230087,231883,128712,58077,13921,47246,25265,13962,136226,19806,14010,36378,58138,68902,160884,36442,36444,391354,171434,14238,14237,6713,36473,25366,6627,233980,128789,36635,168055,169520,20040,14402,136391,164588; 0
510;318677;1087;49527,21268,908,93958,49552,38708,21274,30960,30961,954,38806,26506,986,15791,8439,60563,49678,82102,94212,8452,1003,31016,38857,38858,8455,110888,1010,110890,1011,60579,49706,82120,31027,15818,21331,60580,49709,38867,129382,71376,31028,71378,26524,31030,8459,1018,134228,145188,1021,60584,71387,31032,15821,94255,8461,31034,129384,110927,94266,31037,180452,60593,31054,15846,1052,82203,71448,203706,169932,49790,8510,126993,31092,21388,8542,8548,1087,111218,39033,82310,1128,8595,1146,31166,8607,129470,39320,31274,8898,1459,39768,61467,61472,21787,9052,187209,9109,1689,129608,1690,1699,40297,31716,83439,187295,40631,124817,159739,9521,9685,16742,32202,32951,147521,3291,3292,351597,9175,33350,75514,3488,321113,3505,10982,11000,54271,130184,23522,61179,28311,18109,28390,148749,135345,66474,4326,44863,55732,34395,34401,23840,56014,56091,77688,12106,4676,34723,18711,125714,88765,200127,45882,12490,175288,130712,12590,89313,125849,158032,12967,137930,145543,137929,145544,248048,167873,19381,153157,180036,207766,181541,21563,177264,126169,131067,190453,13527,29464,24958,29465,35932,35933,35934,35931,200350,136219,19789,6738,171433,131301,175838,178839,131383,210868,47544,20283,20284,58572; 0
510;343416;30703;30115,70002,7708,20749,59252,30275,80929,48651,7905,48689,81105,59665,552,578,92744,109609,8081,30703,8147,718,1161,249425,111528,1304,39453,95612,1424,82918,82975,95963,21801,9045,83289,31647,113254,26981,72584,83463,9249,159676,83504,31804,31813,73070,2025,129736,9587,90934,124869,98180,32165,98468,62896,41202,2287,84541,9933,234378,129833,116024,212666,2619,63402,52715,132394,10279,74597,32870,139613,53049,32879,17277,252388,53194,32964,33023,75022,33244,10984,33786,23429,43941,11486,34282,77285,4431,24141,4956,12808,35291,68682,47174,201780,13902,7320,20507,124198,3429,3438,43200,204234,33780,17975,1808,18009,23493,4746,120296,170685,28293,4031,11530,18117,34086,25932,39683,284305,66508,23810,23829,167518,23844,160371,55783,4395,77356,141432,134055,24058,56427,141874,326034,24181,4858,4909,12443,78338,149802,34990,67879,128272,181392,160592,5287,35298,125995,178656,35588,181501,89976,194544,35790,89981,131013,29396,13442,13598,57930,230010,57963,164340,162508,128691,377049,36278,136198,230087,231883,128712,58077,13921,47246,25265,13962,136226,19806,14010,36378,58138,68902,160884,36442,36444,391354,171434,14238,14237,6713,36473,25366,6627,233980,128789,36635,168055,169520,20040,14402,136391,164588; 0
510;468747;33567;37082,30084,59011,69867,37382,30201,7771,7801,7922,30515,15425,30523,70504,48830,8028,59775,21031,59867,30655,30656,38250,8139,8142,30737,60093,30849,842,30879,30890,30947,71236,21385,1299,31366,61363,1419,8896,203782,40291,21991,72831,16480,31857,51269,97372,2022,31999,2128,84091,9642,9643,9659,32143,2176,2237,9767,22297,73775,84752,32508,41634,22642,10376,74666,2968,85412,100760,85467,53214,17357,85585,10559,3204,3205,10633,64331,3220,3250,53633,33373,10917,33567,3676,3699,34053,34100,34352,4422,88554,45583,12436,12841,157846,35885,13935,25243,36337,13974,25484,36699,36700,124060,69484,58695,102245,65151,23271,3648,75932,67249,54803,11430,4040,11524,11647,104999,23785,87893,4362,121918,105411,34527,163911,66819,88224,12769,66878,56115,45307,12171,12223,133052,88876,78403,12489,46189,89330,35099,24425,5353,57540,5465,89791,79194,234900,35446,68434,13223,5743,5855,5853,135975,128537,13574,57864,13572,13584,136084,25077,6174,29556,160796,36100,13722,47150,126247,13747,6238,25109,6240,19803,6451,47285,6488,14012,14122,79766,47409,6695,14109,379115,14222,6599,47412,20020,164457,90459,36697,36707,14362,14463,204920,80102,20272,131487,47693,14700,20260,203479; 0
510;727986;24141;30115,70002,7708,20749,59252,30275,80929,48651,7905,48689,81105,59665,552,578,92744,109609,8081,30703,8147,718,1161,249425,111528,1304,39453,95612,1424,82918,82975,95963,21801,9045,83289,31647,113254,26981,72584,83463,9249,159676,83504,31804,31813,73070,2025,129736,9587,90934,124869,98180,32165,98468,62896,41202,2287,84541,9933,234378,129833,116024,212666,2619,63402,52715,132394,10279,74597,32870,139613,53049,32879,17277,252388,53194,32964,33023,75022,33244,10984,33786,23429,43941,11486,34282,77285,4431,24141,4956,12808,35291,68682,47174,201780,13902,7320,20507,124198,3429,3438,43200,204234,33780,17975,1808,18009,23493,4746,120296,170685,28293,4031,11530,18117,34086,25932,39683,284305,66508,23810,23829,167518,23844,160371,55783,4395,77356,141432,134055,24058,56427,141874,326034,24181,4858,4909,12443,78338,149802,34990,67879,128272,181392,160592,5287,35298,125995,178656,35588,181501,89976,194544,35790,89981,131013,29396,13442,13598,57930,230010,57963,164340,162508,128691,377049,36278,136198,230087,231883,128712,58077,13921,47246,25265,13962,136226,19806,14010,36378,58138,68902,160884,36442,36444,391354,171434,14238,14237,6713,36473,25366,6627,233980,128789,36635,168055,169520,20040,14402,136391,164588; 0
510;822516;50789;197689,48024,80437,30090,69710,58892,37231,30114,91,69739,58929,15148,167,192,80661,15215,200582,30312,200605,59410,70210,230192,30444,37805,262063,70437,30535,291804,197817,38335,26419,110282,49340,81961,71454,111071,94932,179207,145841,50789,166855,1626,1652,113231,9161,83325,50994,1707,31686,72591,40231,1804,9306,31839,72875,83655,51221,97534,9444,114292,2015,40781,84003,62763,2235,2250,62880,73711,2366,22383,386848,124952,2449,84561,41410,99151,127463,10118,2724,85041,10203,63640,10303,2876,100840,53147,53154,3041,130009,272824,174744,132732,23473,23474,11719,18250,66264,44582,55513,18274,18275,156655,55895,28576,88145,4454,18441,122222,88166,56432,135607,34942,46785,133322,125972,130890,14380,169693,90857,14951,20494,58749,310955,456892,461433,275915,51237,225777,26432,9135,4169,104907,34367,11843,34368,23890,55984,165812,198593,18498,31273,67183,45699,328061,67369,251338,4886,125927,57531,89750,68423,231594,35584,35586,24741,128540,89982,24883,5949,433187,203230,177290,178720,36093,230008,131130,126237,126236,131133,385553,13783,126255,13830,13843,13842,128705,13905,58064,444375,19741,404351,211786,136197,375396,171340,128713,6394,6436,58114,90425,131315,36670,6817,171460,199005,7033,173658; 0
510;878104;7801;37082,30084,59011,69867,37382,30201,7771,7801,7922,30515,15425,30523,70504,48830,8028,59775,21031,59867,30655,30656,38250,8139,8142,30737,60093,30849,842,30879,30890,30947,71236,21385,1299,31366,61363,1419,8896,203782,40291,21991,72831,16480,31857,51269,97372,2022,31999,2128,84091,9642,9643,9659,32143,2176,2237,9767,22297,73775,84752,32508,41634,22642,10376,74666,2968,85412,100760,85467,53214,17357,85585,10559,3204,3205,10633,64331,3220,3250,53633,33373,10917,33567,3676,3699,34053,34100,34352,4422,88554,45583,12436,12841,157846,35885,13935,25243,36337,13974,25484,36699,36700,124060,69484,58695,102245,65151,23271,3648,75932,67249,54803,11430,4040,11524,11647,104999,23785,87893,4362,121918,105411,34527,163911,66819,88224,12769,66878,56115,45307,12171,12223,133052,88876,78403,12489,46189,89330,35099,24425,5353,57540,5465,89791,79194,234900,35446,68434,13223,5743,5855,5853,135975,128537,13574,57864,13572,13584,136084,25077,6174,29556,160796,36100,13722,47150,126247,13747,6238,25109,6240,19803,6451,47285,6488,14012,14122,79766,47409,6695,14109,379115,14222,6599,47412,20020,164457,90459,36697,36707,14362,14463,204920,80102,20272,131487,47693,14700,20260,203479; 0
511;520;869;30751,8236,129305,749,60129,49241,869,8360,1083,41244,174652,8410,175042; 0
511;2943;8236;30751,8236,129305,749,60129,49241,869,8360,1083,41244,174652,8410,175042; 0
511;28880;4018;48336,7700,30308,7763,525,59679,70529,59743,8020,30785,8525,174164,113635,32402,147022,10324,4018,76640,151006,79723; 0
512;521;8067;70255,8067,8164,249203,21264,135123,66200,125595,56584,68352,35540,136031,6018,19530,24944,36168,19659,36660,36738,69350; 0
512;28488;68352;8067,249203,21264,135123,11354,66200,125595,56584,227651,68352,5582,35540,136031,6018,19530,6221,24944,19659,90188,7300; 0
513;522;4953;20669,172,173,80615,48286,32861,33070,18039,4953,252722,5193,36319,68979,68984,36462,6577,6576,162560,6654,25349; 0
514;523;8848;581,30893,8848,31740,83474,1907,2277,84488,9993,10297,74887,53354,33087,3200,33668,56432,11246,34010,66814,24566; 0
514;98050;10685;26006,30180,48359,283,30313,7827,460,504,48768,581,21020,81364,38084,639,81457,8107,81565,70825,38408,1042,124566,8632,49986,71739,60992,61111,1397,39664,39665,8848,26806,31443,31458,72236,39822,1510,16241,39852,96014,1530,1597,1598,72404,9240,21929,31740,83474,1767,72846,9354,9412,51347,40720,2003,32117,98146,9758,2276,2277,51979,62915,84427,2395,84488,32320,2397,2398,52096,63043,32321,2399,22419,22442,9993,10041,2710,32625,84978,10175,42014,10297,2874,63799,10307,42349,22820,74887,10510,85631,10547,10551,33029,33046,3142,33047,53354,10578,3195,42640,3198,53404,33087,3200,10605,3240,64359,33154,10685,33199,23013,33202,17558,3498,3560,17746,64986,33493,3573,102472,33557,17870,3732,33668,11529,11918,4885,56628,5308,5309,79132,35358,68340,35886,35887,14036,47890,51653,109583,10899,3489,23171,86334,10999,3686,33717,11246,76311,65636,11556,18134,34304,34305,55565,88012,32145,66814,12175,34759,56413,45852,89189,5108,5296,24566,24617,13022,79197,63041,135892,24739,133381,35750,164238,130994,79369,11187,47089,58058,58113,90273,6475,19818,58132,47481,36435,36480,181664,79813,36582,20013,58274,47486,6847,36721,20087,14433,25687,47712,14884,20429; 0
514;640705;581;26006,30180,48359,283,30313,7827,460,504,48768,581,21020,81364,38084,639,81457,8107,81565,70825,38408,1042,124566,8632,49986,71739,60992,61111,1397,39664,39665,8848,26806,31443,31458,72236,39822,1510,16241,39852,96014,1530,1597,1598,72404,9240,21929,31740,83474,1767,72846,9354,9412,51347,40720,2003,32117,98146,9758,2276,2277,51979,62915,84427,2395,84488,32320,2397,2398,52096,63043,32321,2399,22419,22442,9993,10041,2710,32625,84978,10175,42014,10297,2874,63799,10307,42349,22820,74887,10510,85631,10547,10551,33029,33046,3142,33047,53354,10578,3195,42640,3198,53404,33087,3200,10605,3240,64359,33154,10685,33199,23013,33202,17558,3498,3560,17746,64986,33493,3573,102472,33557,17870,3732,33668,11529,11918,4885,56628,5308,5309,79132,35358,68340,35886,35887,14036,47890,51653,109583,10899,3489,23171,86334,10999,3686,33717,11246,76311,65636,11556,18134,34304,34305,55565,88012,32145,66814,12175,34759,56413,45852,89189,5108,5296,24566,24617,13022,79197,63041,135892,24739,133381,35750,164238,130994,79369,11187,47089,58058,58113,90273,6475,19818,58132,47481,36435,36480,181664,79813,36582,20013,58274,47486,6847,36721,20087,14433,25687,47712,14884,20429; 0
515;524;83105;50238,8755,1327,61161,31529,26891,9023,83105,16373,32131,16706,32133,41013,34126,170253,5785,19417,13632,79788,129000; 0
517;526;32186;48461,31815,1968,32186,41879,3001,56798,4216,45486,45487,12420,4991,67698,5045,57162,79718,14082,36706,14441,79911; 0
517;28474;31815;48461,31815,1968,32186,41879,3001,56798,4216,45486,45487,12420,4991,67698,5045,57162,79718,14082,36706,14441,79911; 0
518;527;36409;48075,30250,26138,480,38393,26560,21774,51686,27247,127445,32565,27521,178113,104375,106654,19864,36409,14058,14059,3975; 1
518;28486;90121;195046,2408,2681,32598,10250,53433,75267,156781,28305,4081,66669,88253,34910,24368,5176,35914,90122,90121,36126,36127; 0
518;156645;11647;37082,30084,59011,69867,37382,30201,7771,7801,7922,30515,15425,70504,48830,8028,59775,21031,59867,30655,30656,38250,8139,8142,30737,60093,30849,842,30879,30890,30947,71236,21385,1299,31366,61363,1419,8896,203782,40291,21991,72831,16480,31857,51269,97372,2022,31999,2128,84091,9642,9643,9659,32143,2176,2237,9767,22297,73775,84752,32508,41634,22642,10376,74666,2968,85412,100760,85467,53214,17357,85585,10559,3204,3205,10633,64331,3220,3250,53633,33373,10917,33567,3676,3699,34053,34100,34352,4422,88554,45583,12436,12841,157846,35885,13935,25243,36337,13974,25484,36699,36700,124060,69484,58695,102245,65151,23271,3648,75932,67249,54803,11430,23574,4040,11524,11647,104999,23785,87893,4362,121918,105411,34527,163911,66819,88224,12769,66878,56115,45307,12171,12223,133052,88876,78403,12489,46189,89330,35099,24425,5353,57540,5465,89791,79194,234900,35446,68434,13223,5743,5855,5853,135975,128537,13574,57864,13572,13584,136084,25077,6174,29556,36100,13722,47150,126247,13747,6238,25109,6240,36192,19803,6451,47285,6488,14012,14122,79766,47409,6695,14109,379115,14222,6599,47412,20020,164457,90459,36697,36707,14362,14463,204920,80102,20272,131487,47693,14700,20260,203479; 0
519;216938;128759;19857,399586,68953,19856,376375,210816,19862,204839,210820,375170,181645,377482,19808,209848,171359,19861,19807,19855,180122,203313,394437,404729,389535,206318,131240,204838,403562,390277,178775,25306,128759,19859,206328,128757,379113; 0
520;529;33668;8848,31420,1596,31740,83474,40720,84488,9993,10297,74887,10551,53354,75342,3498,33668,54421,66814,34771,63041,3719; 0
520;28865;2398;49541,82312,83474,51250,2398,2973,74887,10988,54421,76082,11338,77294,45852,4991,5659,3719,58056,160938,14441,79911; 0
520;171732;35349;30059,40,30151,152,30170,7637,91543,80698,48374,59284,48391,20771,293,59305,313,59335,341,7842,30410,70250,30411,48682,15418,92620,59918,197896,82396,71745,39407,31322,8761,8886,124738,1731,96786,9231,1785,83533,1788,31763,16437,31764,31765,83535,9285,1803,31846,1894,22046,1907,97346,40592,31878,31986,2506,32443,116191,17059,32606,63605,63606,343935,41998,139487,129944,100165,100166,42020,10232,10441,85523,10475,74837,201176,10478,64179,3246,10660,75227,53597,33212,27992,140584,76242,3826,28160,43815,119888,33772,76254,87223,55069,55140,66439,122145,34648,46655,35282,35283,107062,246417,13029,107179,68627,6313,36500,36501,14501,47902,14971,69559,47913,42951,33270,43236,3580,33548,3609,70795,3817,76471,11406,33945,33946,148523,54952,33975,44199,4009,34010,34021,55066,87421,4128,34154,34190,55577,77169,121682,66529,28521,141345,4400,55800,62086,34551,184814,45227,12117,77743,45493,169230,85529,12911,89757,35350,35349,19082,13048,57577,35513,135861,29249,35520,74396,68472,29284,160686,2780,68495,13231,24786,171161,126098,13323,13737,6223,36131,29572,29581,36195,58009,12328,124371,196118,39909,47288,173444,13979,13986,6465,13987,47295,6721,14248,36682,6920,136513,69459,90794; 0
520;671352;35349;30059,40,30151,152,30170,7637,91543,80698,48374,59284,48391,20771,293,59305,313,59335,341,7842,30410,70250,30411,48682,15418,92620,59918,197896,82396,71745,39407,31322,8761,8886,124738,1731,96786,9231,1785,83533,1788,31763,16437,31764,31765,83535,9285,1803,31846,1894,22046,1907,97346,40592,31878,31986,2506,32443,116191,17059,32606,63605,63606,343935,41998,139487,129944,100165,100166,42020,10232,10441,85523,10475,74837,201176,10478,64179,3246,10660,75227,53597,33212,27992,140584,76242,3826,28160,43815,119888,33772,76254,87223,55069,55140,66439,122145,34648,46655,35282,35283,107062,246417,13029,107179,68627,6313,36500,36501,14501,47902,14971,69559,47913,42951,33270,43236,3580,33548,3609,70795,3817,76471,11406,33945,33946,148523,54952,33975,44199,4009,34010,34021,55066,87421,4128,34154,34190,55577,77169,121682,66529,28521,141345,4400,55800,62086,34551,184814,45227,12117,77743,45493,169230,85529,12911,89757,35350,35349,19082,13048,57577,35513,135861,29249,35520,74396,68472,29284,160686,2780,68495,13231,24786,171161,126098,13323,13737,6223,36131,29572,29581,36195,58009,12328,124371,196118,39909,47288,173444,13979,13986,6465,13987,47295,6721,14248,36682,6920,136513,69459,90794; 0
